DIA,MES,SENADOR,TIPO_DESPESA,CNPJ_CPF,FORNECEDOR,DOCUMENTO,DETALHAMENTO,VALOR_REEMBOLSADO
20,10,46,Divulgação,2227,1735,000000331,MISSING,4950.0
20,10,46,"Locomoção, hospedagem e alimentação",1680,1736,003972,MISSING,414.01
20,10,46,"Locomoção, hospedagem e alimentação",1683,1739,1212,MISSING,885.0
20,10,46,Passagens,2430,2577,MTEZKV,"Companhia Aérea: GOL, Localizador: MTEZKV. Passageiros: MAILZA ASSIS DA SILVA E SILVA (Matrícula 340562, PARLAMENTAR), Voo: 1714 - BSB/RBR - 22/10/2021;",1527.23
21,10,46,Aluguel,2230,1739,013.564.477,MISSING,1292.95
21,10,46,Divulgação,2232,2350,1382,MISSING,5000.0
21,10,46,Passagens,2529,2706,EKLLGM,"Companhia Aérea: LATAM, Localizador: EKLLGM. Passageiros: MAILZA ASSIS DA SILVA E SILVA (Matrícula 340562, PARLAMENTAR), Voo: 3631 - RBR/BSB - 03/10/2021;",2253.55
21,10,46,Passagens,2529,2706,ELAYJI,"Companhia Aérea: LATAM, Localizador: ELAYJI. Passageiros: ARTUR LIBORINIO DOS SANTOS LIMA NETO (Matrícula 340951, COMISSIONADO), Voo: 3631 - RBR/BSB - 04/10/2021; ARTUR LIBORINIO DOS SANTOS LIMA NETO (Matrícula 340951, COMISSIONADO), Voo: 3630 - BSB/RBR - 13/10/2021;",4533.99
22,10,46,Despesas gerais,1685,1741,0005,MISSING,5436.67
23,10,46,"Locomoção, hospedagem e alimentação",1682,1738,18978,MISSING,49.0
23,10,46,"Locomoção, hospedagem e alimentação",1682,1738,18978,MISSING,600.0
24,10,46,"Locomoção, hospedagem e alimentação",1682,1738,016807,MISSING,180.01
11,11,46,Despesas gerais,1685,1741,0006,MISSING,5436.67
11,11,46,Divulgação,1684,1740,5954,MISSING,3120.0
11,11,46,Passagens,2430,2577,HACBZZ,"Companhia Aérea: GOL, Localizador: HACBZZ. Passageiros: ARTUR LIBORINIO DOS SANTOS LIMA NETO (Matrícula 340951, COMISSIONADO), Voo: 2047 - RBR/BSB - 08/11/2021;",1619.92
11,11,46,Passagens,2529,2706,KXTATX,"Companhia Aérea: LATAM, Localizador: KXTATX. Passageiros: MAILZA ASSIS DA SILVA E SILVA (Matrícula 340562, PARLAMENTAR), Voo: 3584 - BSB/RBR - 10/11/2021;",2973.4
11,11,46,Passagens,2529,2706,FBRFXZ,"Companhia Aérea: LATAM, Localizador: FBRFXZ. Passageiros: ARTUR LIBORINIO DOS SANTOS LIMA NETO (Matrícula 340951, COMISSIONADO), Voo: 3584 - BSB/RBR - 10/11/2021;",1310.84
14,11,46,"Locomoção, hospedagem e alimentação",1685,1741,03,MISSING,7500.0
16,11,46,Aluguel,1683,1739,51128,MISSING,2000.0
16,11,46,Divulgação,2232,2350,1401,MISSING,5000.0
22,11,46,Aluguel,2230,1739,013.948.066,MISSING,1203.44
22,11,46,Passagens,2430,2577,CKTDLL,"Companhia Aérea: GOL, Localizador: CKTDLL. Passageiros: MAILZA ASSIS DA SILVA E SILVA (Matrícula 340562, PARLAMENTAR), Voo: 2047 - RBR/BSB - 07/11/2021;",1025.71
29,11,46,Passagens,1685,1741,GNIIOP,"Companhia Aérea: GOL, Localizador: GNIIOP. Passageiros: MAILZA ASSIS DA SILVA E SILVA (Matrícula 340562, PARLAMENTAR), Voo: 2047 - RBR/BSB - 14/11/2021;",580.42
12,12,46,Despesas gerais,1685,1741,0007,MISSING,5436.67
13,12,46,Divulgação,2232,2350,1429,MISSING,5000.0
22,12,46,Passagens,2529,2706,XXQTAH,"Companhia Aérea: LATAM, Localizador: XXQTAH. Passageiros: MAILZA ASSIS DA SILVA E SILVA (Matrícula 340562, PARLAMENTAR), Voo: 3584 - BSB/RBR - 06/12/2021;",1455.83
01,1,47,Aluguel,1726,1759,279498788,MISSING,368.88
01,1,47,Aluguel,2504,2404,1206716524-0,MISSING,339.59
01,1,47,Aluguel,2504,2404,1206656780-0,MISSING,348.78
01,1,47,Aluguel,2504,2404,1208631935-0,MISSING,117.63
01,1,47,Despesas gerais,1699,1763,0100SP2050088 NF,MISSING,232.37
01,1,47,Despesas gerais,1699,1763,050100,MISSING,169.34
01,1,47,Despesas gerais,1699,1763,050099,MISSING,475.92
01,1,47,"Locomoção, hospedagem e alimentação",1687,1746,051819,MISSING,87.71
01,1,47,"Locomoção, hospedagem e alimentação",1692,1753,010264,MISSING,109.24
01,1,47,"Locomoção, hospedagem e alimentação",1693,1754,221864,MISSING,110.48
01,1,47,Passagens,1899,1781,SNTOTU,"Companhia Aérea: LATAM, Localizador: SNTOTU. Passageiros: SERGIO OLIMPIO GOMES (Matrícula 341311, PARLAMENTAR), Voo: 3162 - CGH-BSB - 11/01/2021; SERGIO OLIMPIO GOMES (Matrícula 341311, PARLAMENTAR), Voo: 3265 - BSB-GRU - 12/01/2021;",1875.43
02,1,47,"Locomoção, hospedagem e alimentação",1710,1774,000.000.104,MISSING,832.26
03,1,47,"Locomoção, hospedagem e alimentação",1717,1781,000.000.109,MISSING,499.5
15,1,47,"Locomoção, hospedagem e alimentação",1694,1755,107158,MISSING,123.7
19,1,47,Despesas gerais,1709,1773,277508,MISSING,10.0
19,1,47,"Locomoção, hospedagem e alimentação",1709,1773,277508,MISSING,34.3
20,1,47,Aluguel,1696,1759,1493010004841,MISSING,54.63
21,1,47,"Locomoção, hospedagem e alimentação",1709,1773,373517,MISSING,28.1
22,1,47,Despesas gerais,1698,1762,00000937,MISSING,1200.0
23,1,47,Aluguel,1717,1782,96747-VD=12806,MISSING,168.38
23,1,47,Aluguel,2504,2404,0031246139,MISSING,629.97
27,1,47,Passagens,1899,1781,KWTLML,"Companhia Aérea: LATAM, Localizador: KWTLML. Passageiros: SERGIO OLIMPIO GOMES (Matrícula 341311, PARLAMENTAR), Voo: 3258 - GRU-BSB - 30/01/2021;",951.85
28,1,47,"Locomoção, hospedagem e alimentação",1711,1775,063233,MISSING,92.11
28,1,47,"Locomoção, hospedagem e alimentação",1692,1752,107852,MISSING,182.08
29,1,47,"Locomoção, hospedagem e alimentação",1688,1747,000876,MISSING,165.24
29,1,47,"Locomoção, hospedagem e alimentação",1689,1748,101493,MISSING,213.0
29,1,47,"Locomoção, hospedagem e alimentação",1689,1748,101492,MISSING,213.0
29,1,47,"Locomoção, hospedagem e alimentação",1691,1751,21475,MISSING,174.33
30,1,47,Despesas gerais,1698,1762,1425493188,MISSING,21.9
02,2,47,Aluguel,1695,1758,288,MISSING,60.0
02,2,47,Aluguel,1726,1759,1267646078,MISSING,110.18
02,2,47,Aluguel,1717,1782,MISSING,MISSING,6453.54
02,2,47,Aluguel,2504,2404,1224688910-0,MISSING,311.66
02,2,47,Aluguel,2504,2404,1224635389-0,MISSING,348.78
02,2,47,Aluguel,2504,2404,1226822567-0,MISSING,117.63
02,2,47,Despesas gerais,1698,1762,5073,MISSING,214.0
02,2,47,Despesas gerais,1699,1763,182401,MISSING,64.3
02,2,47,"Locomoção, hospedagem e alimentação",1706,1770,140954,MISSING,101.0
02,2,47,"Locomoção, hospedagem e alimentação",1711,1775,366858,MISSING,171.17
02,2,47,"Locomoção, hospedagem e alimentação",1711,1775,066846,MISSING,105.73
02,2,47,"Locomoção, hospedagem e alimentação",1714,1778,346033,MISSING,11.5
02,2,47,"Locomoção, hospedagem e alimentação",1716,1780,019890,MISSING,100.0
02,2,47,"Locomoção, hospedagem e alimentação",1717,1781,066223,MISSING,42.0
02,2,47,Passagens,2529,2706,ZTJV5J,"Companhia Aérea: Passaredo Transportes Aéreos, Localizador: ZTJV5J. Passageiros: SERGIO OLIMPIO GOMES (Matrícula 341311, PARLAMENTAR), Voo: 2322 - BSB - RAO - 05/02/2021;",544.57
02,2,47,Passagens,1899,1781,AGIAQL,"Companhia Aérea: LATAM, Localizador: AGIAQL. Passageiros: SERGIO OLIMPIO GOMES (Matrícula 341311, PARLAMENTAR), Voo: 3347 - RAO - GRU - 05/02/2021;",305.84
02,2,47,Passagens,1899,1781,IOISWE,"Companhia Aérea: LATAM, Localizador: IOISWE. Passageiros: SERGIO OLIMPIO GOMES (Matrícula 341311, PARLAMENTAR), Voo: 3264 - GRU - BSB - 10/02/2021;",682.28
02,2,47,Passagens,1899,1781,JNARIR,"Companhia Aérea: LATAM, Localizador: JNARIR. Passageiros: SERGIO OLIMPIO GOMES (Matrícula 341311, PARLAMENTAR), Voo: 3265 - BSB - GRU - 11/02/2021;",978.53
03,2,47,"Locomoção, hospedagem e alimentação",1710,1774,000000105,MISSING,928.79
03,2,47,"Locomoção, hospedagem e alimentação",1717,1781,000.000.110,MISSING,215.9
14,2,47,"Locomoção, hospedagem e alimentação",1712,1776,008710,MISSING,20.0
15,2,47,"Locomoção, hospedagem e alimentação",1703,1767,308642,MISSING,189.33
15,2,47,"Locomoção, hospedagem e alimentação",1704,1768,043553,MISSING,161.04
15,2,47,"Locomoção, hospedagem e alimentação",1713,1777,005346,MISSING,109.0
16,2,47,Aluguel,1696,1759,00001381,MISSING,390.0
16,2,47,Contratações,1700,1764,00001690,MISSING,70.0
16,2,47,Divulgação,1717,1782,00001350,MISSING,430.8
16,2,47,"Locomoção, hospedagem e alimentação",1714,1778,348605,MISSING,23.5
16,2,47,"Locomoção, hospedagem e alimentação",1715,1779,173126,MISSING,15.0
17,2,47,Despesas gerais,1698,1762,5135,MISSING,56.0
17,2,47,"Locomoção, hospedagem e alimentação",1709,1773,3065,MISSING,41.6
18,2,47,Despesas gerais,1699,1763,0100SP2050218 NF,MISSING,169.34
18,2,47,Despesas gerais,1699,1763,0100SP2050217 NF,MISSING,475.92
18,2,47,"Locomoção, hospedagem e alimentação",1715,1779,173457,MISSING,32.5
19,2,47,Aluguel,1696,1759,1494010004841,MISSING,54.36
20,2,47,"Locomoção, hospedagem e alimentação",1709,1773,286449,MISSING,13.25
21,2,47,Aluguel,2504,2404,00001124609810,MISSING,629.97
21,2,47,"Locomoção, hospedagem e alimentação",1707,1771,045968,MISSING,17.8
22,2,47,"Locomoção, hospedagem e alimentação",1705,1769,005073,MISSING,103.93
22,2,47,"Locomoção, hospedagem e alimentação",1715,1779,174035,MISSING,11.5
22,2,47,Passagens,1899,1782,UINSBN,"Companhia Aérea: LATAM, Localizador: UINSBN. Passageiros: SERGIO OLIMPIO GOMES (Matrícula 341311, PARLAMENTAR), Voo: 3260 - GRU - BSB - 23/02/2021; SERGIO OLIMPIO GOMES (Matrícula 341311, PARLAMENTAR), Voo: 3265 - BSB - GRU - 25/02/2021;",2013.01
23,2,47,Aluguel,1697,1761,001273,MISSING,95.0
23,2,47,Despesas gerais,1699,1763,55781,MISSING,7.78
23,2,47,Divulgação,1701,1765,DRSP2021,MISSING,150.0
23,2,47,"Locomoção, hospedagem e alimentação",1708,1772,009636,MISSING,19.0
23,2,47,"Locomoção, hospedagem e alimentação",1710,1774,008448,MISSING,19.8
24,2,47,Aluguel,1695,1758,293,MISSING,60.0
24,2,47,Despesas gerais,1698,1762,00000946,MISSING,1200.0
27,2,47,Despesas gerais,1698,1762,1425826180,MISSING,36.9
03,3,47,Aluguel,1717,1782,MISSING,MISSING,6797.34
03,3,47,Aluguel,1717,1782,00069541,MISSING,168.38
03,3,47,Aluguel,2504,2404,1242921528-0,MISSING,348.78
16,3,47,Divulgação,1717,1782,00001351,MISSING,430.8
01,1,48,Despesas gerais,1726,1798,033787,Despesa referente a locação de equipamentos para o escritório de apoio em São Paulo.,3026.0
01,1,48,Despesas gerais,1726,1798,021015,Despesa referente a locação de móveis para uso no escritório de apoio em São Paulo.,1493.0
01,1,48,"Locomoção, hospedagem e alimentação",1726,1798,1790,Despesa de Locação de veículo utilizado na atividade parlamentar.,5750.0
02,1,48,Despesas gerais,1726,1798,10381,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,420.0
14,1,48,Despesas gerais,1726,1798,03951651,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,110.83
14,1,48,Contratações,1726,1798,03951652,Despesa referente a serviços realizados de hospedagem de dados no escritório de apoio em São Paulo.,120.0
14,1,48,Contratações,1726,1798,03951653,Despesa referente a hospedagem de dados no escritório de apoio em São Paulo.,130.61
15,1,48,Aluguel,1726,1798,00029539,Despesa referente a taxa de condomínio do escritório de apoio em São Paulo.,1307.08
15,1,48,Aluguel,2504,1798,12109800460,Despesa referente a telefonia fixa para uso no escritório de apoio em São Paulo.,49.79
15,1,48,Aluguel,2504,1798,12109800460,Despesa referente a telefonia fixa para uso no escritório de apoio em São Paulo.,49.79
15,1,48,Aluguel,2504,1798,12109800460,Despesa referente a telefonia fixa para uso no escritório de apoio em São Paulo.,53.53
15,1,48,Aluguel,2504,1798,12109800460,Despesa referente a telefonia fixa para uso no escritório de apoio em São Paulo.,58.45
15,1,48,Aluguel,2504,1798,12109800460,Despesa referente a telefonia fixa para uso no escritório de apoio em São Paulo.,58.85
15,1,48,Aluguel,2504,1798,12109800460,Despesa referente a telefonia fixa para uso no escritório de apoio em São Paulo.,60.79
15,1,48,Aluguel,2504,1798,12109800460,Despesa referente a telefonia fixa para uso no escritório de apoio em São Paulo.,61.89
22,1,48,Aluguel,1726,1798,0030059,Despesa referente ao pagamento de aluguel do escritório de apoio em São Paulo.,3900.0
22,1,48,Despesas gerais,1726,1798,04101349,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,64.13
23,1,48,Aluguel,1725,1796,0049419416,Despesa referente a TV a cabo para uso no escritório de apoio em São Paulo.,242.68
02,2,48,Aluguel,1726,1798,286751241,Despesa referente a energia elétrica do escritório de apoio em São Paulo.,37.81
02,2,48,Aluguel,1726,1798,286744804,Despesa referente a energia elétrica do escritório de apoio em São Paulo.,59.43
02,2,48,Despesas gerais,1726,1798,033973,Despesa referente a locação de equipamentos para uso no escritório de apoio em São Paulo.,3026.0
02,2,48,"Locomoção, hospedagem e alimentação",2474,1792,48021,Aquisição de combustível para veículos utilizados na atividade parlamentar,50.0
02,2,48,"Locomoção, hospedagem e alimentação",1726,1798,1847,Despesa de Locação de veículo utilizado na atividade parlamentar.,5750.0
03,2,48,Despesas gerais,1726,1798,10434,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,420.0
03,2,48,"Locomoção, hospedagem e alimentação",1725,1797,1009,Aquisição de combustível para veículos utilizados na atividade parlamentar.,426.34
14,2,48,Contratações,1726,1798,03951653,Despesa referente a hospedagem de dados.,117.97
15,2,48,Despesas gerais,1726,1798,04195927,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,52.5
15,2,48,Passagens,2504,2678,GLWRFR,"Companhia Aérea: LATAM, Localizador: GLWRFR. Passageiros: TELMA REGINA CHARBEL DE MELLO (Matrícula 344555, COMISSIONADO), Voo: 3091 - BSB/CGH - 02/02/2021;",758.78
15,2,48,Passagens,2504,2678,HGEHZY,"Companhia Aérea: LATAM, Localizador: HGEHZY. Passageiros: TELMA REGINA CHARBEL DE MELLO (Matrícula 344555, COMISSIONADO), Voo: 3130 - CGH/BSB - 01/02/2021;",761.78
15,2,48,Passagens,2504,2678,ASOGEI,"Companhia Aérea: LATAM, Localizador: ASOGEI. Passageiros: MARA CRISTINA GABRILLI (Matrícula 341323, PARLAMENTAR), Voo: 3130 - CGH/BSB - 01/02/2021;",761.78
16,2,48,"Locomoção, hospedagem e alimentação",1725,1797,1006,Aquisição de combustível para veículos utilizados na atividade parlamentar.,801.0
19,2,48,Aluguel,1726,1798,00016908,Despesa referente a manutenção do imóvel referente ao escritório de apoio em São Paulo.,344.22
19,2,48,Aluguel,1726,1798,00030526,Despesa referente a aluguel de imóvel destinado ao escritório de apoio em São Paulo.,3900.0
19,2,48,Passagens,2504,2678,LILRFC,"Companhia Aérea: LATAM, Localizador: LILRFC. Passageiros: KESIA SILVA DE SOUSA (Matrícula 342285, COMISSIONADO), Voo: 3130 - CGH/BSB - 01/02/2021;",761.78
22,2,48,Aluguel,1726,1798,00030059,Despesa referente a taxa de condomínio do mês de fevereiro/2021,1307.08
23,2,48,Aluguel,1725,1796,0003448587,Despesa referente a assinatura de TV para uso no escritório de apoio em São Paulo.,242.68
29,2,48,Passagens,2504,2678,KYXGKE,"Companhia Aérea: LATAM, Localizador: KYXGKE. Passageiros: MARA CRISTINA GABRILLI (Matrícula 341323, PARLAMENTAR), Voo: 3083 - BSB/CGH - 02/02/2021;",1665.07
29,2,48,Passagens,2504,2678,IJAGXM,"Companhia Aérea: LATAM, Localizador: IJAGXM. Passageiros: KESIA SILVA DE SOUSA (Matrícula 342285, COMISSIONADO), Voo: 3083 - BSB/CGH - 02/02/2021;",1665.07
03,3,48,Aluguel,1726,1798,294759198,Despesa referente a energia elétrica do escritório de apoio em São Paulo.,38.38
03,3,48,Aluguel,1726,1798,294757935,Despesa referente a energia elétrica do escritório de apoio em São Paulo.,69.75
03,3,48,Despesas gerais,1726,1798,034135,Despesa referente a locação de equipamentos para uso no escritório de apoio em São Paulo.,585.68
03,3,48,Despesas gerais,1726,1798,034135,Despesa referente a locação de equipamentos em uso no escritório de apoio em São Paulo.,2521.66
03,3,48,Despesas gerais,1726,1798,021278,Despesa referente a locação de móveis em uso no escritório de apoio em São Paulo.,1493.0
03,3,48,Despesas gerais,1726,1798,04289104,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,64.13
03,3,48,Contratações,1726,1798,04289105,Despesa referente a hospedagem de dados em uso no escritório de apoio em São Paulo.,46.31
03,3,48,"Locomoção, hospedagem e alimentação",1726,1798,1897,Despesa de Locação de veículo utilizado na atividade parlamentar.,5750.0
04,3,48,Despesas gerais,1726,1798,10488,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,420.0
04,3,48,"Locomoção, hospedagem e alimentação",1725,1797,1022,Aquisição de combustível para veículos utilizados na atividade parlamentar.,419.78
14,3,48,Contratações,1726,1798,03951653,Despesa referente a hospedagem de dados para uso no escritório de apoio em São Paulo.,80.05
15,3,48,Despesas gerais,1726,1798,04195927,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,110.83
19,3,48,Aluguel,1726,1798,00030526,Despesa referente a taxa de condomínio do escritório de apoio em São Paulo.,1307.08
19,3,48,Aluguel,1726,1798,00030526,Despesa referente a cobrança de IPTU do imóvel locado para o escritório de apoio em São Paulo.,704.6
23,3,48,Aluguel,1726,1798,00017025,Despesa referente a manutenção do escritório de apoio em São Paulo.,344.22
23,3,48,Aluguel,1726,1798,00030967,Despesa referente a aluguel do escritório de apoio em São Paulo.,3900.0
24,3,48,Aluguel,1725,1796,0006969137,Despesa referente a assinatura de tv a cabo em uso no escritório de apoio em São Paulo.,242.68
03,4,48,Despesas gerais,1726,1798,04289104,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,110.77
03,4,48,Contratações,1726,1798,04289105,Despesa referente a hospedagem de dados em uso no escritório de apoio em São Paulo.,123.65
04,4,48,Aluguel,1726,1798,302700540,Despesa referente a energia elétrica em uso no escritório de apoio em São Paulo.,38.04
04,4,48,Aluguel,1726,1798,302708525,Despesa referente a energia elétrica em uso no escritório de apoio em São Paulo.,69.67
04,4,48,Despesas gerais,1726,1798,034312,Despesa referente a locação de equipamentos para uso no escritório de apoio em São Paulo.,3026.0
04,4,48,Despesas gerais,1726,1798,021454,Despesa referente a locação de móveis para uso no escritório de apoio em São Paulo.,1493.0
04,4,48,"Locomoção, hospedagem e alimentação",1726,1798,1957,Despesa de Locação de veículo utilizado na atividade parlamentar.,5750.0
05,4,48,Despesas gerais,1726,1798,10541,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,420.0
05,4,48,"Locomoção, hospedagem e alimentação",1725,1797,1032,Aquisição de combustível para veículos utilizados na atividade parlamentar.,442.52
15,4,48,Aluguel,2504,1798,12650775490,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,290.0
20,4,48,Aluguel,1726,1798,00017073,Despesa referente a manutenção do escritório de apoio em São Paulo.,344.22
21,4,48,Aluguel,1725,1796,0011561931,Despesa referente a assinatura de TV para uso no escritório de apoio em São Paulo.,242.68
22,4,48,Aluguel,1726,1798,00031429,Despesa referente ao aluguel do imóvel locado para o escritório de apoio em São Paulo.,3900.0
22,4,48,"Locomoção, hospedagem e alimentação",1724,1795,1845,Aquisição de combustível para veículos utilizados na atividade parlamentar,400.01
23,4,48,Aluguel,1726,1798,00030967,Despesa referente a taxa de condomínio do escritório de apoio em São Paulo.,1307.08
23,4,48,Aluguel,1726,1798,00030967,"Despesa referente a tributo (IPTU), do escritório de apoio em São Paulo.",704.6
03,5,48,Contratações,1726,1798,04289105,Despesa referente a hospedagem de dados em uso no escritório de apoio em São Paulo.,127.77
05,5,48,Aluguel,1726,1798,310944008,Despesa referente a energia elétrica para uso no escritório de apoio em São Paulo.,38.54
05,5,48,Aluguel,1726,1798,310948279,Despesa referente a energia elétrica para uso no escritório de apoio em São Paulo.,51.17
05,5,48,Despesas gerais,1726,1798,034520,Despesa referente a locação de equipamentos para uso no escritório de apoio em São Paulo.,3026.0
05,5,48,Despesas gerais,1726,1798,021581,Despesa referente a locação de móveis para uso no escritório de apoio em São Paulo.,1493.0
05,5,48,"Locomoção, hospedagem e alimentação",1726,1798,2003,Despesa de Locação de veículo utilizado na atividade parlamentar.,5750.0
06,5,48,Despesas gerais,1726,1798,10592,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,420.0
15,5,48,Aluguel,2504,1798,12827220380,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,54.03
15,5,48,Aluguel,2504,1798,12827220380,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,54.03
15,5,48,Aluguel,2504,1798,12827220380,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,58.14
15,5,48,Aluguel,2504,1798,12827220380,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,64.17
15,5,48,Aluguel,2504,1798,12827220380,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,65.33
15,5,48,Aluguel,2504,1798,12827220380,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,69.55
15,5,48,Aluguel,2504,1798,12827220380,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,72.62
19,5,48,"Locomoção, hospedagem e alimentação",1725,1797,1036,Aquisição de combustível para veículos utilizados na atividade parlamentar,396.92
22,5,48,Aluguel,1726,1798,00031429,Despesa referente a taxa de condomínio - imóvel do escritório de apoio em São Paulo.,1307.08
22,5,48,Aluguel,1726,1798,00031429,Despesa referente a cobrança do IPTU - imóvel do escritório de apoio em São Paulo.,704.6
23,5,48,Aluguel,1725,1796,0016429504,Despesa referente a assinatura de TV a cabo em uso no escritório de apoio em São Paulo.,247.61
24,5,48,Aluguel,1726,1798,00031918,Despesa referente ao pagamento de aluguel do imóvel destinado ao escritório de apoio em São Paulo.,3900.0
24,5,48,Despesas gerais,1726,1798,04585632,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,68.69
24,5,48,Contratações,1725,1796,00000028,Despesa referente a intérprete de Libras para o exercício da atividade parlamentar.,250.0
25,5,48,Aluguel,1726,1798,00014626,Despesa referente a manutenção do imóvel do escritório de apoio em São Paulo.,344.22
28,5,48,Despesas gerais,1726,1798,04484476,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,110.83
03,6,48,Despesas gerais,1726,1798,04585632,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,118.56
03,6,48,Contratações,1726,1798,04289105,Despesa referente a hospedagem de dados em uso no escritório de apoio em São Paulo.,78.32
06,6,48,Aluguel,1726,1798,319094025,Despesa referente a energia elétrica em uso no escritório de apoio em São Paulo.,39.41
06,6,48,Aluguel,1726,1798,319096205,Despesa referente a energia elétrica em uso no escritório de apoio em São Paulo.,46.57
06,6,48,Despesas gerais,1726,1798,034721,Despesa referente a locação de equipamentos em uso no escritório de apoio em São Paulo.,3026.0
06,6,48,Despesas gerais,1726,1798,021728,Despesa referente a locação de móveis em uso no escritório de apoio em São Paulo.,1493.0
06,6,48,"Locomoção, hospedagem e alimentação",1726,1798,2041,Despesa de Locação de veículo utilizado na atividade parlamentar.,5750.0
07,6,48,Despesas gerais,1726,1798,10645,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,420.0
07,6,48,"Locomoção, hospedagem e alimentação",1725,1797,1049,Aquisição de combustível para veículos utilizados na atividade parlamentar.,407.4
15,6,48,Aluguel,2504,1798,13009991180,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,54.03
15,6,48,Aluguel,2504,1798,13009991180,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,54.03
15,6,48,Aluguel,2504,1798,13009991180,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,57.38
15,6,48,Aluguel,2504,1798,13009991180,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,58.14
15,6,48,Aluguel,2504,1798,13009991180,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,61.7
15,6,48,Aluguel,2504,1798,13009991180,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,63.06
15,6,48,Aluguel,2504,1798,13009991180,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,70.93
22,6,48,Aluguel,1726,1798,00017172,Despesa referente a manutenção do imóvel locado para uso do escritório de apoio em São Paulo.,344.22
23,6,48,Aluguel,1725,1796,0020184498,Despesa referente a assinatura de tv a cabo em uso no escritório de apoio em São Paulo.,242.68
23,6,48,Aluguel,1726,1798,00032348,Despesa referente ao aluguel do imóvel destinado ao escritório de apoio em São Paulo.,3900.0
23,6,48,Despesas gerais,1726,1798,04714384,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,68.65
23,6,48,Contratações,1726,1798,04714385,Despesa referente a hospedagem de dados em uso no escritório de apoio em São Paulo.,46.34
24,6,48,Aluguel,1726,1798,00031918,Despesa referente a taxa de condomínio do imóvel locado para uso do escritório de apoio em São Paulo.,1307.08
24,6,48,Aluguel,1726,1798,00031918,Despesa referente ao IPTU do imóvel locado para o escritório de apoio em São Paulo.,704.6
07,7,48,Aluguel,1726,1798,327194985,Despesa referente a energia elétrica em uso no escritório de apoio em São Paulo.,40.61
07,7,48,Aluguel,1726,1798,327066528,Despesa referente a energia elétrica em uso no escritório de apoio em São Paulo.,49.29
07,7,48,Despesas gerais,1726,1798,034919,Despesa referente a locação de equipamentos em uso no escritório de apoio em São Paulo.,3026.0
07,7,48,Despesas gerais,1726,1798,021882,Locação de móveis para uso no escritório de apoio em São Paulo.,1493.0
07,7,48,"Locomoção, hospedagem e alimentação",1726,1798,2113,Despesa referente a locação de veículo utilizado na atividade parlamentar.,5750.0
08,7,48,Despesas gerais,1726,1798,10698,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,420.0
15,7,48,Aluguel,2504,1798,13184790000,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,54.03
15,7,48,Aluguel,2504,1798,13184790000,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,54.03
15,7,48,Aluguel,2504,1798,13184790000,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,58.14
15,7,48,Aluguel,2504,1798,13184790000,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,61.63
15,7,48,Aluguel,2504,1798,13184790000,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,62.86
15,7,48,Aluguel,2504,1798,13184790000,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,64.54
15,7,48,Aluguel,2504,1798,13184790000,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,64.7
19,7,48,"Locomoção, hospedagem e alimentação",1725,1797,1054,Aquisição de combustível para veículo utilizado na atividade parlamentar.,865.35
